Gender,Own_Car,Own_Realty,Children,Annual_Income,Income_Type,Education,Marital_Status,Housing_Type,Age,Years_Employed,Family_Size,Occupation_Type,TARGET
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35,11.1,4.0,Drivers,0
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35,11.1,4.0,Drivers,0
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35,11.1,4.0,Drivers,0
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35,11.1,4.0,Drivers,0
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,35,11.1,4.0,Drivers,0
M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,7.5,2.0,Security staff,0
M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,7.5,2.0,Security staff,0
F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,24,0.9,2.0,High skill tech staff,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,43,1.2,1.0,Unknown,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,59,0.0,1.0,Unknown,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26,4.3,2.0,Managers,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,26,4.3,2.0,Managers,0
M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,50,0.0,2.0,Unknown,0
M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,50,0.0,2.0,Unknown,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43,10.2,2.0,Managers,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43,10.2,2.0,Managers,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43,10.2,2.0,Managers,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43,10.2,2.0,Managers,0
M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43,10.2,2.0,Managers,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,7.9,2.0,Sales staff,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,8.7,2.0,Sales staff,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,8.7,2.0,Sales staff,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,8.7,2.0,Sales staff,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,8.7,2.0,Sales staff,0
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,35,8.7,2.0,Sales staff,0
F,Y,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,0.0,2.0,Unknown,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50,3.4,2.0,Laborers,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50,3.4,2.0,Laborers,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50,3.4,2.0,Laborers,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50,3.4,2.0,Laborers,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50,3.4,2.0,Laborers,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50,3.4,2.0,Laborers,0
M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,50,3.4,2.0,Laborers,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15.9,2.0,Managers,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15.9,2.0,Managers,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15.9,2.0,Managers,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15.9,2.0,Managers,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15.9,2.0,Managers,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15.9,2.0,Managers,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15.9,2.0,Managers,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48,15.9,2.0,Managers,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23.8,2.0,Accountants,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33,2.4,2.0,Accountants,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33,2.4,2.0,Accountants,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33,2.4,2.0,Accountants,0
F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,33,2.4,2.0,Accountants,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,40,2.2,2.0,Managers,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29,2.7,2.0,Drivers,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29,2.7,2.0,Drivers,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29,2.7,2.0,Drivers,0
M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,29,2.7,2.0,Drivers,0
F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52,14.4,1.0,Core staff,0
F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52,14.4,1.0,Core staff,0
F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,52,14.4,1.0,Core staff,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,5.9,2.0,Unknown,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,5.9,2.0,Unknown,0
F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38,5.9,2.0,Unknown,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,2.5,3.0,Drivers,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,2.5,3.0,Drivers,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,2.5,3.0,Drivers,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,2.5,3.0,Drivers,0
M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,2.5,3.0,Drivers,0
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,43,24.6,1.0,Cleaning staff,0
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,43,24.6,1.0,Cleaning staff,0
F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,43,24.6,1.0,Cleaning staff,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39,3.5,2.0,Core staff,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39,3.5,2.0,Core staff,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39,3.5,2.0,Core staff,0
F,N,N,0,202500.0,State servant,Higher education,Married,With parents,39,3.5,2.0,Core staff,0
F,N,N,0,40500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57,0.0,1.0,Unknown,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28,4.5,2.0,Managers,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28,4.5,2.0,Managers,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28,4.5,2.0,Managers,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28,4.5,2.0,Managers,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28,4.5,2.0,Managers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40,6.7,2.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40,6.7,2.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40,6.7,2.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40,6.7,2.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40,6.7,2.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40,6.7,2.0,Laborers,0
M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,40,6.7,2.0,Laborers,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41,13.2,2.0,Cleaning staff,0
F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0.0,2.0,Unknown,0
F,N,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,0.0,2.0,Unknown,0
F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44,5.1,1.0,Laborers,0
F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44,5.1,1.0,Laborers,0
F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44,5.1,1.0,Laborers,0
F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,44,5.1,1.0,Laborers,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0.0,1.0,Unknown,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0.0,1.0,Unknown,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0.0,1.0,Unknown,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,0.0,1.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55,0.0,2.0,Unknown,0
